http://www.thedailystar.net/country/news/chairman-who-beat-farmer-held-natore-1893907,2020-04-17 20:02:38+06:00,UP chairman who beat up farmer held in Natore,"Law enforcers today arrested a union parishad (UP) chairman for allegedly beating up a farmer in Lalpur upazila of Natore as the farmer called a helpline number and sought relief.

The arrestee is Abdus Sattar, chairman of Arjunpur Baramahati Union Parishad in Lalpur, said Liton Kumar Saha, superintendent of police (SP) in Natore.

While addressing a press conference at his Natore office this noon, the SP said the law enforcers have been looking for Sattar for the last two days and were able to arrest him from Ishwardi area under Pabna district around 10am today.

Farmer Shahidul Islam, resident of Angaripara village of the union parishad, has been passing his days amid hardship due to the effect of coronavirus outbreak, according to the police official.

On April 10, he called helpline number 333 and sought relief for his survival and upon hearing this, the UP chairman brought the farmer to his UP office on April 12 and along with his associate, beat him up, the SP said at the press conference.

On April 13, the upazila nirbahi officer (UNO) of Lalpur issued a show-cause notice as the incident went viral on social media.

On April 15, Shahidul filed a case with Lalpur Police Station against UP Chairman Abdus, ward members Reza and Md Rubel in this connection."
,,,
http://www.thedailystar.net/country/news/stranded-bangladeshis-return-dhaka-thailand-1893904,2020-04-17 19:44:48+06:00,Stranded Bangladeshis return to Dhaka from Thailand,"Forty-eight Bangladeshis who remained stranded in Thailand for over a month, returned back to Dhaka this afternoon from Bangkok.

Carrying the Bangladeshi citizens, a special flight of US-Bangla Airlines landed at the Hazrat Shahjalal International Airport (HSIA) at around 4:20pm, Kamrul Islam, general manager (public relations) of US-Bangla Airlines told The Daily Star.

Apart from the 48 passengers, the dead body of a Bangladeshi who died at a Bangkok hospital, was also brought back to Dhaka, Kamrul also said.

All 48 Bangladeshi citizens who went to Thailand for medical treatment were allowed to go to their homes on condition that they will stay in self quarantine for 14 days, as all of them submitted medical certificate that they were tested negative for Covid-19, said Md Jahirul, a doctor at the health desk of HSIA.

He also said immigration officials posted quarantine marked seals on their hands and their details were sent to IEDCR so that the respective local police stations can monitor their quarantine."
,,,
http://www.thedailystar.net/country/news/youth-gunned-down-liberation-war-ministers-gunman-another-sustains-bullet-injury-1893877,2020-04-17 16:40:49+06:00,Youth gunned down by Liberation War minister’s gunman,"A youth was shot dead and another sustained bullet injuries at hands of the gunman of Liberation War Affairs Minister AKM Mozzammel Haque at Kutubdia area under Kaliakoir upazila of Gazipur district last night.

The victim is Shaheed (30), son of Sabur Uddin, hailing from Aijgana village under Mirzapur upazila of Tangail district, reports our correspondent quoting Alamgir Hossain Mazumder, officer-in-charge (OC) of Kaliakoir police station.

Injured Moin Uddin is undergoing treatment at Enam Medical College Hospital in Savar, said police.

Police said the incident took place at 9:45pm last night at Kutubdia area of the upazila and it is suspected that the incident occurred over previous enmity between the parties involved.

""Gunman Assistant Sub Inspector (ASI) Kishor Kumar and the victims were friends. They were talking at an open field at Kutubdia area and were eventually locked in an altercation. At one stage, ASI Kishor got angry and opened fire targeting Shaheed and Moin. Shaheed died on the spot, while Moin sustained bullet injuries,"" OC Alamgir said.

On information, police recovered the body of Shaheed and sent him to Shaheed Tajuddin Medical College Hospital while Moin was sent to Enam Medical College Hospital for treatment, the OC added.

After the incident, gunman ASI Kishor remained absconding.

OC Alamgir said Liberation War Affairs Minister Mozzammel ordered police to arrest the accused and they are working to make the arrest."
,,,
http://www.thedailystar.net/four-arrested-selling-price-hiked-protective-gear-storing-coronavirus-covid-19-test-kits-1893817,2020-04-17 11:16:43+06:00,"Four arrested for selling price-hiked protective gear, storing Covid-19 test kits","Ramna Police last night arrested four people from the Bangla Motor area in Dhaka on charges of storing Covid-19 testing kits and other equipment used in combating the virus and selling those at hiked prices.

The arrestees are Anwar Hossain, Amit Basak, Shoayeb, and Shuvo.

SM Shamim, senior assistant commissioner of Ramna Zone Police, said they were discharging their duties at Mohgbazar area on Thursday night when a man approached and complained to them that some traders took Tk 30,000 for 20 masks when the actual price is only Tk 3600.

Shamim said they later conducted a raid at a private institution at Jahura Tower around 9:00pm and arrested the four persons along with 275 Covid-19 testing kits, 9050 pieces of normal masks, 100 pieces of N95 masks, 198 pieces of Personal Protective Equipment and some other items.

The testing kits should not be in the possession of any individual or private organisation, Shamim said.

In primary interrogation, the arrestees admitted that they stored the items to sell later at hiked prices.

A case was filed with Shahbagh Police Station under the Special Powers Act in this regard."
,,,
http://www.thedailystar.net/city/news/help-us-get-home-1893628,2020-04-17 00:00:00+06:00,‘Help us get home’: Over 150 Bangladeshis stranded in Australia appeal for repatriation,"Sweety Dhar, in her mid-30s, is a cancer patient and has been in Australia for treatment since September last year.

""I finished my chemotherapy, radiotherapy and surgery recently. It's been a long and tough journey. My flight was booked on April 3 but it was cancelled, and the airline has not refunded me yet,"" Sweety said.

""My little girl cries for me everyday. I am desperately waiting to go back home"" she told this correspondent helplessly.

She is one of the 150-plus Bangladeshis -- including tourists, students and temporary residents -- who have been stranded in Australia, made an appeal to the government to come back home.

The Australian government has already advised all temporary visa holders -- like students unable to support themselves and those on visitor visas lasting three months or less, to return to their home country as quickly as possible.

In such a situation, many students and temporary residents fell into financial hardships after losing jobs, while tourists are already in cash crunch.

The Bangladesh High Commission in Australia said they uploaded a needs assessment template on its website where persons of Bangladeshi origin in need in Australia are requested to register.

""As of now, 213 people have registered among which 159 would like to travel back to Bangladesh,"" Mohammad Sufiur Rahman, high commissioner for Bangladesh to Australia, told The Daily Star on Tuesday.

The applicants include government employees, bankers, doctors and teachers, and those who came for cancer treatment or to attend conference.

Syeeda Nafisa, a physician by profession, came to Australia as a visitor and has been stuck for the last one month. ""I need to go back to my country to serve at this time of national crisis, since my hospital is already running short of doctors,"" she said.

Masrur Mahmood Shuvo, an employee of a private bank in Bangladesh, has been stuck in Australia after going on a trip with his spouse and daughter. Talking to this correspondent, he said if they fail to find an arrangement, they will have to be stranded there for next six months without income and limited access to funds. Many will have expired passports and visas, he said.

""Under these circumstances, we would request to the authorities to arrange a return flight for us. In case we can arrange a flight, we would need all cooperation from the high commission, the foreign ministry and the aviation ministry to accept our landing proposals and formalities,"" Masrur said.

Meanwhile, most Bangladeshi students there have their job hours slashed, while some even lost their jobs. Nearly half of them are from Victoria, while some are in New South Wales, Western Australia, South Australia and Queensland.

Mohammad Taukir Muzib, a law student at Swinburne University in Melbourne, said he lost his job and his funds are depleting. ""With this fund, I might be able survive for a month,"" said Taukir. ""Our families in Bangladesh are also worried.""

There are about six thousand Bangladeshi students in Australia, who have to pay USD 16,000 to 20,000 per semester. With the coronavirus forcing a situation of urgency in Bangladesh, many of them are not getting financial help from their families.

In a reply to an email, the Bangladesh high commissioner said they are fully aware of the difficulties Bangladeshis in Australia are facing due to the Covid-19 situation and their officials are in touch with members of the community

""We have made our recommendations to Dhaka. Those include connectivity via Hong Kong or Guangzhou and arrangement of special flights for return. As of now, Bangladesh has not decided to open such flights. We are awaiting a decision,"" he said.

He said they are also working with social, cultural and professional bodies to support Bangladeshis in distress. ""A pool of Bangladeshi doctors [for informal consultation] have been set up for supporting members of our diaspora in Australia.""

""Additionally, the high commission has formally engaged Australian authorities to reduce tuition and ancillary fees for our students. Many universities are responding positively and have written back to us,"" he added."
,,,
http://www.thedailystar.net/city/news/2yrs-rajibs-death-neither-justice-nor-compensation-1893631,2020-04-17 00:00:00+06:00,"2yrs of Rajib’s Death: Neither justice, nor compensation","It has been exactly two years since college student Rajib Hossain died after losing a hand that got stuck between two buses racing in the city, but his family has neither got justice nor any compensation yet.

Investigation officer of the case in December last year submitted charge sheet to a Dhaka Court ""secretly"" under section 304 (B) of Bangladesh Penal Code, which grants imprisonment for three years if proven guilty, although a probe report earlier found that unholy competition between the buses led to his death.

The family filed a no-confidence petition against the charge sheet as they believe the drivers of the two buses -- BRTC and Sajan Paribahan -- should get life sentences.

While they are waiting for hearing of the petition, the drivers -- who were arrested -- recently came out on bail.

Besides, the family is yet to get Tk 50 lakh as compensation, as per a High Court verdict. The matter was stalled as bus authorities filed two separate leave-to-appeal petitions with the Supreme Court, challenging the High Court verdict. The SC is yet to set any date for hearing the appeals.

""It was a murder. Rajib was killed due to the competition of the two buses… But we are in doubt of getting justice as the investigation officer did not submit charge sheet properly,"" Jahanara Begum, aunt of Rajib, told The Daily Star yesterday.

Sub-inspector Idris Ali of Shahbagh Police Station submitted the charge sheet to a Dhaka Court on December 22 last year where he mentioned that he shared his findings with victim's family.

But Jahanara said they came to know about the charge sheet submission in February this year.

Jahanara said their no-confidence petition was scheduled for hearing on April 1 but did not due to the closure of courts following the coronavirus outbreak.

The right hand of Rajib, a third-year student at Titumir Government College in the capital, got stuck between two speeding buses in Karwan Bazar. After being in coma for two weeks, Rajib died on April 17, 2018.

Family members said Rajib and his two brothers were orphaned at an early age. He used to support his brothers with earnings form a part-time job and private tuition. Rajib's brothers Mehedi Hasan Bappi -- a ninth grader -- and Abdulla Hridoy -- an eighth grader -- stay at a hostel of a madrasa in Mir Hazirbagh of Jatrabari.

The family is concerned about their future and believe they would get a little relief if they get the compensation.

Following a writ petition, the High Court on May 8, 2018, ordered the bus companies to pay Tk 1 crore to Rajib's family. BRTC and Sajan Paribahan challenged the HC order and the Supreme Court on May 22 last year stayed the order and asked the HC to form an independent committee to assess the liabilities.

The committee, led by Prof Mizanur Rahman, director of Accident Research Institute at Buet, in its report submitted to the court said reckless driving was the ""primary cause of the accident"".

The report pointed out that the heavy vehicles were being illegally driven by drivers with licences to drive light vehicles.

On October 25 last year, The HC in its full verdict asked BRTC and Sajan Paribahan owners to pay in two months Tk 25 lakh each to Rajib's brothers.

Both BRTC and Sajan authorities later filed leave-to-appeals with the SC. The SC is yet to set any date for hearing on the appeals, BRTC lawyer Barrister Moniruzzaman told The Daily Star.

In the verdict, the HC directed authorities concerned to bring bus services in all metropolitan cities under the franchising system, and said trip-based or daily payment based appointment of public bus drivers should be banned; a company should recruit them with monthly salaries. The court also ordered authorities concerned to run vision and drug tests at the time of granting and renewing licences for drivers of all vehicles.

However, the scenario on the roads -- at least up till the countrywide closure of public transportation late last month -- has not shown any considerable change."
,,,
http://www.thedailystar.net/country/news/garment-workers-continue-protests-dhaka-nganj-savar-and-gazipur-1893520,2020-04-16 20:33:51+06:00,"Garment workers continue protests in Dhaka, N’ganj, Savar and Gazipur","Thousands of readymade garments workers today demonstrated in Dhaka, Narayanganj, Savar and Gazipur demanding their due wages.

In Narayanganj, several thousand workers of seven factories including Yousan Knit Composite Limited, Unitex Cotton Ware Private Ltd, Sayem Fashion, Kektext Garments, Sun Knit staged agitations in different areas of the Sadar and Sonargaon upazila for their salaries of March.

They also blocked Dhaka-Chattogram highway in Tipordi area of Sonargaon for an hour, said Mozaffar Hossain, officer-in-charge of Kanchpur Highway Police Station.

The agitating workers withdrew their protest after police assured them of meeting their demand by next Monday, Sheikh Bashir Ahmed, inspector (intelligence) of Narayanganj Industrial Police-4, said.

Around 3,000 workers of six garment factories in Savar and Ashulia took position in front of their respective workplaces in the morning and staged demonstration for their due wages.

They were supposed to get the payment of March by today, said Khairul Mamun Mintu, secretary of Garment Workers' Trade Union Centre.

""We sent the workers back home assuring that their salaries would be paid on April 20,"" said Jane Alam, assistant superintendent of Dhaka Industrial Police-1.

In Dhaka, workers of ""Latest Washing"" factory took to the street at Rupnagar this morning demanding salaries of the last month.

They withdrew their agitation after the authorities concerned assured that they would be paid on April 26, said Abul Kalam Azad, officer-in-charge of Rupnagar Police Station.

Meanwhile, Forman Ali, officer-in-charge of Airport Police Station, told The Daily Star that some garments workers blocked Dhaka-Mymensingh highway near the airport for three hours till 1:00pm on similar ground.

In Gazipur, hundreds of workers of different factories demonstrated in front of their factory gates till noon with the same demand.

Besides, the agitating workers of MHC Apparels blocked Dhaka-Sreepur road at Bhagnahati area for four hours until 12:00pm, said Md Jalal Uddin Ahmed, additional superintendent of Gazipur Industrial police.

""Later they went back to their homes on the assurance that their wages will be paid on Sunday, he told our local correspondent."
,,,
http://www.thedailystar.net/army-personnel-dies-in-truck-accident-1893490,2020-04-16 18:10:53+06:00,Army personnel dies in accident,"An Army personnel died and 21 others were injured after a truck carrying them had an accident near Shaheed Suhrawardy Medical College Hospital in Dhaka this morning.

The dead was identified as Prince, a solider of the army. The 21 injured are being treated at Combined Military Hospital, Dhaka, according to Inter Services Public Relation.

The driver of the truck that was heading towards Jajira Cantonment from Savar Cantonment lost control over the wheels while trying to save a bicyclist coming from the wrong side and met the accident, it said adding that Prince died on the spot."
,,,
http://www.thedailystar.net/rohingya-crisis/news/32-rohingyas-die-drifting-boat-382-rescued-while-going-malaysia-illegally-coast-guard-1893451,2020-04-16 12:41:25+06:00,"32 Rohingyas die on drifting boat, 382 rescued while going to Malaysia illegally: coast guard","Bangladesh's coast guard said it rescued Wednesday at least 382 ""starving"" Rohingya refugees floating in a large boat in the country's territorial waters after nearly two months at sea.

Acting on a tip-off, the coast guard patrol launched a three-day search for the boat, locating it at night off the country's southeastern coast, spokesman Lieutenant Shah Zia Rahman said.

""We have rescued at least 382 Rohingya from a big overcrowded fishing trawler and brought them to a beach near [the coastal town of] Teknaf. They were starving,"" Rahman told AFP, adding that more than 30 had died on board.

""They were floating for 58 days. And over the last seven days it was moving in our territorial waters,"" he said.

The Rohingya, who were thought to be from refugee camps on Bangladesh's southeast coast, were headed to Malaysia, but turned back at sea when that country implemented a strict coastal patrol due to the coronavirus pandemic, a local newspaper said.

Rahman said authorities would investigate the possibility that the refugees could also have come from the Rohingya homeland in Myanmar's restive Rakhine state, where they are a persecuted Muslim minority.

Those rescued reported that ""32 Rohingya died aboard the overcrowded trawler and their bodies were thrown in the sea,"" the official said, adding that an investigation into the matter was under way.

""We have cordoned off the place where they have landed. We could not question them because of the fear they could be infected with the coronavirus,"" he said.

Footage posted on Facebook by a local journalist showed mostly women and children, emaciated and standing on the beach.

A local government administrator told AFP that officials were still counting the rescued but that he feared the number could exceed 400.

Nearly one million Rohingya live in squalid camps near Bangladesh's border with Myanmar, many fleeing the neighboring country after a brutal military crackdown began in 2017.

With few opportunities for jobs and education in the camps, thousands have attempted to reach other countries like Malaysia and Thailand.

Since late last year, Bangladesh's law enforcement agencies have picked up some 1,000 Rohingya from coastal villages and boats as they waited to board vessels bound for Malaysia."
,,,
http://www.thedailystar.net/city/news/five-martyred-family-recalled-1893280,2020-04-16 00:00:00+06:00,Five martyred of a family recalled,"The 49th martyrdom anniversary of Engineer Fazlur Rahman and four of his family members was observed yesterday, said a press release.

On this day in 1971, Fazlur Rahman, his wife Hosne Akhter, and three sons Mostafizur Rahman Moznu, a college student, Hasinur Rahman Hiron, a school student, and Azizur Rahman Babu, also a school student, were killed at their railway government residence in Sayedpur under Nilphamari by the Pakistani occupation forces and their collaborators for their involvement in the Liberation War.

The extent of the brutality was such that Hosne Akhter, an NGO trainer, was buried alive after being killed by bayonet charging. Only her son Saidur Rahman and two daughters Dilruba Khatun and late Camellia Rahman managed to escape the atrocities.

Saidur Rahman later went on to become founder president of Projonmo'71 (Children of the Martyrs of Liberation War) and is a Senior News Presenter of Channel I.

On that very same day, the Pakistan army went on an indiscriminate offensive and killed many innocent Bangladeshis in Sayedpur, before and after the fatal incident involving the family.

To mark the day, a Qurankhwani and feeding of destitutes was arranged by members of the family, while prayers were offered seeking salvation of the departed souls."
,,,
http://www.thedailystar.net/city/news/life-crime-catches-them-1893313,2020-04-16 00:00:00+06:00,A life of crime catches up to them,"They spent their childhood working as labourers in the capital's Karwan Bazar kitchen market. Their task was to unload vegetables from trucks that arrived in droves at the market.

The two teenage friends -- Md Sohel and Md Titu -- were of the same age, worked together, stayed at the market together and also planned together how to make more money.

The plans, which soon turned into action, involved petty thefts such as hiding a basket full of vegetables, fish or chicken while unloading and later selling those to make a quick buck.

It worked out for a while, but they eventually got caught. Sohel and Titu were sent to a correctional facility, from where they got out and once again got involved in theft, thus unleashing a chain of events involving robbery, doing time and leading a life of crime.

By the time they became adults, they had been involved in numerous robberies. And by 30, they even formed a gang of robbers with around 15 members who they met at different prisons at different times.

The duo, now 36, used to operate in the capital and its outskirts, and conducted robbery three to four times a week.

But their actions eventually caught up with them when five members of the gang including Sohel got arrested by the Detective Branch of police on Sunday and Titu was killed in a ""gunfight"" with police at Bacchila in Mohammadpur early Tuesday.

In a special drive, officials of Pallabi and Mohammadpur zonal teams arrested the five around 8pm in Mirpur on Sunday, Golam Mostofa Rashel, deputy commissioner of DB (west), told The Daily Star. The other four arrestees are Sohrab (30), Newaz (22), Shaheen (25) and Raju, (25), he added.

He said the DB teams also seized a pick-up van, Tk 5,000, a machete, iron rod and kitchen knives from them.

Masudur Rahman, deputy commissioner of Dhaka Metropolitan Police, said interrogating the arrestees, the DB team went on a drive at Bachhila around 12:15am on Tuesday.

Sensing police presence, criminals opened fire, forcing law enforcers to retaliate. At one point, police found one injured person at the spot and took him to Shaheed Suhrawardy Medical College Hospital, where doctors declared him dead, said DC Masud.

Police later came to know that the deceased is Titu. DC Masud said law enforcers also recovered a revolver and knife from the spot.

PHARMACY HEIST

The deputy commissioner of DB (west) said wearing masks, the gang had robbed Billal Pharma in Mohammadpur on April 1 and Lazz Pharma in Khilgaon on April 5.

DB officials said the group mainly conducted robberies in the bordering areas of the capital like Badda, Rampura, Beribadh, Adabar, Mirpur, Jatrabari, Turag and Kanchpur Bridge so that they can flee easily.

Sahadat Hossain, additional deputy commissioner of DB police, said robbing pharmacies was a first for them and they did so as the city roads were empty due to the shutdown to prevent the spread of coronavirus.

During interrogation, the group members said on April 1 they robbed a pharmacy and intercepted an SUV in Mohammadpur.

""From Lazz Pharma in Khilgaon they took Tk 5,000 and a laptop. Then on April 10, they stopped a truck and looted 15 to 20 cartons of shrimp. They sold those for Tk 25,000 although the actual price should have been Tk 2 lakh,"" said the DB official.

He said the gang never tried to score big to avoid attention and chose soft targets intentionally. ""We will interrogate them further after placing them on remand,"" he added. ""Sohel, who hailed from Noakhali, used to plan the robberies while his friend Titu [from Sylhet] drove the pick-up.""

Being leaders, Titu and Sohel took 80 percent cut of the looted goods, said ADC Sahadat, who led the drive to arrest the five. They had two pick-ups, which they also stole -- one from Mirpur and another from Ashulia -- a few years back, said the DB official.

""We got names of around 14 persons from Sohel. He said they never used all members while conducting a robbery. They used to alternate among them as well as the pick-ups,"" said ADC Sahadat. ""We are now carrying out drives to arrest others,"" he added.

The DB official said both Sohel and Titu had been involved in crimes since childhood and were wanted in multiple cases.

""We would be able to inform clearly about the number of cases against them after analysing documents. Sohel was last arrested in a car robbery case by DB police four years back,"" he added."
,,,
http://www.thedailystar.net/country/news/yaba-trader-killed-coxs-bazar-gunfight-bgb-1894528,2020-04-19 13:40:37+06:00,Yaba trader killed in Cox’s Bazar gunfight: BGB,"An alleged yaba trader was killed in a ""gunfight"" with Bangladesh Border Guard (BGB) members in Teknaf upazila of Cox's Bazar early today.



The deceased was identified as Zafor Alam, 30, of Nayapara village under Sabrang union, our Cox's Bazar correspondent reports, quoting a BGB official.



BGB members challenged a boat that came from Myanmar by crossing the Naf river and tried to get ashore at Gholarchar ghat, said Lt Colonel Mohammad Faysal Hasan Khan, commanding officer (CO) of BGB Battalion-2 in Teknaf.



However, the people on board fired shots at the border guards, forcing the BGB members to retaliate, triggering a gunfight at the river bank at Shahparirdwip area at around 2:00am, said the CO.



They found an injured person on the spot while the rest managed to flee the scene at one stage of the gunfight, he added.



He was rushed to Teknaf Upazila Health Complex, where doctors declared him dead, the BGB official said.



BGB recovered two lakh yaba pills worth around Tk six crore and a locally made gun from the boat after the incident, said Faysal.



The body was later sent to Cox's Bazar General Hospital for autopsy while BGB filed a case in this regard, he added.



"
,,,
